Date,LEVEL,City,City_date,month,year,Month_year,mean_daily_level
2020-07-29,3.4062,Saint-Lazare,Saint-Lazare_2020-07-29,July,2020,Jul-20,3.407008333
2020-07-30,3.4024,Saint-Lazare,Saint-Lazare_2020-07-30,July,2020,Jul-20,3.40315
2020-07-31,3.3967,Saint-Lazare,Saint-Lazare_2020-07-31,July,2020,Jul-20,3.399391667
2020-08-01,0.6547,Rigaud,Rigaud_2020-08-01,August,2020,Aug-20,0.651254167
2020-08-02,0.6499,Rigaud,Rigaud_2020-08-02,August,2020,Aug-20,0.650716667
2020-08-03,0.6528,Rigaud,Rigaud_2020-08-03,August,2020,Aug-20,0.648341667
2020-08-04,0.6493,Rigaud,Rigaud_2020-08-04,August,2020,Aug-20,0.653670833
2020-08-05,0.6635,Rigaud,Rigaud_2020-08-05,August,2020,Aug-20,0.673366667
2020-08-06,0.6847,Rigaud,Rigaud_2020-08-06,August,2020,Aug-20,0.690504167
2020-08-07,0.6927,Rigaud,Rigaud_2020-08-07,August,2020,Aug-20,0.689745833
2020-08-08,0.6853,Rigaud,Rigaud_2020-08-08,August,2020,Aug-20,0.681729167
2020-08-09,0.6765,Rigaud,Rigaud_2020-08-09,August,2020,Aug-20,0.673058333
2020-08-10,0.6688,Rigaud,Rigaud_2020-08-10,August,2020,Aug-20,0.666504545
2020-08-11,0.6636,Rigaud,Rigaud_2020-08-11,August,2020,Aug-20,0.660220833
2020-08-12,0.6531,Rigaud,Rigaud_2020-08-12,August,2020,Aug-20,0.647970833
2020-08-13,0.6445,Rigaud,Rigaud_2020-08-13,August,2020,Aug-20,0.642341667
2020-08-14,0.6401,Rigaud,Rigaud_2020-08-14,August,2020,Aug-20,0.637241667
2020-08-15,0.6349,Rigaud,Rigaud_2020-08-15,August,2020,Aug-20,0.632491667
2020-08-16,0.6287,Rigaud,Rigaud_2020-08-16,August,2020,Aug-20,0.627195833
2020-08-17,0.6215,Rigaud,Rigaud_2020-08-17,August,2020,Aug-20,0.6275125
2020-08-18,0.6303,Rigaud,Rigaud_2020-08-18,August,2020,Aug-20,0.625529167
2020-08-19,0.6227,Rigaud,Rigaud_2020-08-19,August,2020,Aug-20,0.6185375
2020-08-20,0.6142,Rigaud,Rigaud_2020-08-20,August,2020,Aug-20,0.61374
2020-08-21,0.6125,Rigaud,Rigaud_2020-08-21,August,2020,Aug-20,0.607552174
2020-08-22,0.6064,Rigaud,Rigaud_2020-08-22,August,2020,Aug-20,0.601929167
2020-08-23,0.6008,Rigaud,Rigaud_2020-08-23,August,2020,Aug-20,0.598043478
2020-08-24,0.5989,Rigaud,Rigaud_2020-08-24,August,2020,Aug-20,0.603821739
2020-08-25,0.6156,Rigaud,Rigaud_2020-08-25,August,2020,Aug-20,0.6163375
2020-08-26,0.6161,Rigaud,Rigaud_2020-08-26,August,2020,Aug-20,0.6160125
2020-08-27,0.6175,Rigaud,Rigaud_2020-08-27,August,2020,Aug-20,0.6143
2020-08-28,0.6073,Rigaud,Rigaud_2020-08-28,August,2020,Aug-20,0.602858333
2020-08-29,0.6037,Rigaud,Rigaud_2020-08-29,August,2020,Aug-20,0.6133875
2020-08-30,0.6273,Rigaud,Rigaud_2020-08-30,August,2020,Aug-20,0.640158333
2020-08-31,0.65,Rigaud,Rigaud_2020-08-31,August,2020,Aug-20,0.653866667
2020-08-01,3.3893,Saint-Lazare,Saint-Lazare_2020-08-01,August,2020,Aug-20,3.394933333
2020-08-02,3.3876,Saint-Lazare,Saint-Lazare_2020-08-02,August,2020,Aug-20,3.391320833
2020-08-03,3.3873,Saint-Lazare,Saint-Lazare_2020-08-03,August,2020,Aug-20,3.380154167
2020-08-04,3.3776,Saint-Lazare,Saint-Lazare_2020-08-04,August,2020,Aug-20,3.37653913
2020-08-05,3.3704,Saint-Lazare,Saint-Lazare_2020-08-05,August,2020,Aug-20,3.3683625
2020-08-06,3.3636,Saint-Lazare,Saint-Lazare_2020-08-06,August,2020,Aug-20,3.3640125
2020-08-07,3.3603,Saint-Lazare,Saint-Lazare_2020-08-07,August,2020,Aug-20,3.361041667
2020-08-08,3.3545,Saint-Lazare,Saint-Lazare_2020-08-08,August,2020,Aug-20,3.358225
2020-08-09,3.3512,Saint-Lazare,Saint-Lazare_2020-08-09,August,2020,Aug-20,3.350027273
2020-08-10,3.3443,Saint-Lazare,Saint-Lazare_2020-08-10,August,2020,Aug-20,3.350341667
2020-08-11,3.3443,Saint-Lazare,Saint-Lazare_2020-08-11,August,2020,Aug-20,3.3477625
2020-08-12,3.3346,Saint-Lazare,Saint-Lazare_2020-08-12,August,2020,Aug-20,3.337954167
2020-08-13,3.3307,Saint-Lazare,Saint-Lazare_2020-08-13,August,2020,Aug-20,3.333033333
2020-08-14,3.3245,Saint-Lazare,Saint-Lazare_2020-08-14,August,2020,Aug-20,3.328420833
2020-08-15,3.3241,Saint-Lazare,Saint-Lazare_2020-08-15,August,2020,Aug-20,3.325970833
2020-08-16,3.3174,Saint-Lazare,Saint-Lazare_2020-08-16,August,2020,Aug-20,3.3224
2020-08-17,3.3103,Saint-Lazare,Saint-Lazare_2020-08-17,August,2020,Aug-20,3.314091304
2020-08-18,3.3138,Saint-Lazare,Saint-Lazare_2020-08-18,August,2020,Aug-20,3.306670833
2020-08-19,3.3004,Saint-Lazare,Saint-Lazare_2020-08-19,August,2020,Aug-20,3.299516667
2020-08-20,3.2985,Saint-Lazare,Saint-Lazare_2020-08-20,August,2020,Aug-20,3.296683333
2020-08-21,3.2941,Saint-Lazare,Saint-Lazare_2020-08-21,August,2020,Aug-20,3.292375
2020-08-22,3.2883,Saint-Lazare,Saint-Lazare_2020-08-22,August,2020,Aug-20,3.288291667
2020-08-23,3.2831,Saint-Lazare,Saint-Lazare_2020-08-23,August,2020,Aug-20,3.282579167
2020-08-24,3.2779,Saint-Lazare,Saint-Lazare_2020-08-24,August,2020,Aug-20,3.280640909
2020-08-25,3.278,Saint-Lazare,Saint-Lazare_2020-08-25,August,2020,Aug-20,3.272916667
2020-08-26,3.2679,Saint-Lazare,Saint-Lazare_2020-08-26,August,2020,Aug-20,3.267033333
2020-08-27,3.2721,Saint-Lazare,Saint-Lazare_2020-08-27,August,2020,Aug-20,3.264316667
2020-08-28,3.261,Saint-Lazare,Saint-Lazare_2020-08-28,August,2020,Aug-20,3.261091667
2020-08-29,3.2626,Saint-Lazare,Saint-Lazare_2020-08-29,August,2020,Aug-20,3.263534783
2020-08-30,3.2514,Saint-Lazare,Saint-Lazare_2020-08-30,August,2020,Aug-20,3.2451375
2020-08-31,3.2397,Saint-Lazare,Saint-Lazare_2020-08-31,August,2020,Aug-20,3.242483333
